Data export from TecQuipment CE2000

Data series 1

    Time   Pump 2       LT     Flow 
   598.80    6.000    9.010    4.430
   598.90    6.000    9.015    4.435
   599.00    6.000    9.010    4.435
   599.10    6.000    9.015    4.440
   599.20    6.000    9.010    4.445
   599.30    6.000    9.015    4.445
   599.40    6.000    9.015    4.445
   599.50    6.000    9.015    4.445
   599.60    6.000    9.015    4.445
   599.70    6.000    9.015    4.445
   599.80    6.000    9.015    4.445
   599.90    6.000    9.015    4.445
   600.00    6.000    9.015    4.445
   600.10    6.000    9.015    4.440
   600.20    6.000    9.020    4.440
   600.30    6.000    9.015    4.440
   600.40    6.000    9.015    4.440
   600.50    6.000    9.020    4.440
   600.60    6.000    9.020    4.440
   600.70    6.000    9.020    4.445
   600.80    6.000    9.020    4.445
   600.90    6.000    9.020    4.450
   601.00    6.000    9.020    4.445
   601.10    6.000    9.020    4.445
   601.20    6.000    9.020    4.445
   601.30    6.000    9.020    4.445
   601.40    6.000    9.020    4.445
   601.50    6.000    9.020    4.445
   601.60    6.000    9.020    4.445
   601.70    6.000    9.025    4.450
   601.80    6.000    9.020    4.445
   601.90    6.000    9.020    4.440
   602.00    6.000    9.025    4.440
   602.10    6.000    9.025    4.445
   602.20    6.000    9.025    4.450
   602.30    6.000    9.025    4.445
   602.40    6.000    9.025    4.445
   602.50    6.000    9.025    4.445
   602.60    6.000    9.025    4.445
   602.70    6.000    9.025    4.445
   602.80    6.000    9.025    4.440
   602.90    6.000    9.025    4.445
   603.00    6.000    9.025    4.445
   603.10    6.000    9.030    4.440
   603.20    6.000    9.025    4.445
   603.30    6.000    9.025    4.445
   603.40    6.000    9.030    4.440
   603.50    6.000    9.030    4.440
   603.60    6.000    9.025    4.445
   603.70    6.000    9.030    4.445
   603.80    6.000    9.030    4.440
   603.90    6.000    9.030    4.440
   604.00    6.000    9.025    4.440
   604.10    6.000    9.030    4.440
   604.20    6.000    9.030    4.440
   604.30    6.000    9.030    4.435
   604.40    6.000    9.030    4.435
   604.50    6.000    9.030    4.435
   604.60    6.000    9.030    4.435
   604.70    6.000    9.030    4.440
   604.80    6.000    9.030    4.440
   604.90    6.000    9.030    4.445
   605.00    6.000    9.030    4.445
   605.10    6.000    9.030    4.450
   605.20    6.000    9.035    4.455
   605.30    6.000    9.030    4.455
   605.40    6.000    9.035    4.455
   605.50    6.000    9.035    4.455
   605.60    6.000    9.035    4.460
   605.70    6.000    9.035    4.455
   605.80    6.000    9.035    4.455
   605.90    6.000    9.035    4.455
   606.00    6.000    9.035    4.455
   606.10    6.000    9.035    4.450
   606.20    6.000    9.035    4.450
   606.30    6.000    9.035    4.455
   606.40    6.000    9.035    4.455
   606.50    6.000    9.035    4.450
   606.60    6.000    9.035    4.445
   606.70    6.000    9.035    4.450
   606.80    6.000    9.035    4.450
   606.90    6.000    9.035    4.455
   607.00    6.000    9.040    4.455
   607.10    6.000    9.040    4.455
   607.20    6.000    9.040    4.450
   607.30    6.000    9.040    4.440
   607.40    6.000    9.040    4.445
   607.50    6.000    9.040    4.445
   607.60    6.000    9.040    4.445
   607.70    6.000    9.040    4.445
   607.80    6.000    9.040    4.445
   607.90    6.000    9.040    4.445
   608.00    6.000    9.040    4.445
   608.10    6.000    9.040    4.445
   608.20    6.000    9.040    4.445
   608.30    6.000    9.040    4.450
   608.40    6.000    9.040    4.445
   608.50    6.000    9.040    4.450
   608.60    6.000    9.040    4.445
   608.70    6.000    9.040    4.445
   608.80    6.000    9.040    4.445
   608.90    6.000    9.045    4.445
   609.00    6.000    9.045    4.450
   609.10    6.000    9.045    4.450
   609.20    6.000    9.045    4.445
   609.30    6.000    9.045    4.450
   609.40    6.000    9.045    4.450
   609.50    6.000    9.045    4.445
   609.60    6.000    9.045    4.450
   609.70    6.000    9.045    4.450
   609.80    6.000    9.045    4.455
   609.90    6.000    9.045    4.455
   610.00    6.000    9.045    4.455
   610.10    6.000    9.045    4.450
   610.20    6.000    9.050    4.450
   610.30    6.000    9.050    4.455
   610.40    6.000    9.045    4.455
   610.50    6.000    9.050    4.450
   610.60    6.000    9.050    4.455
   610.70    6.000    9.050    4.455
   610.80    6.000    9.050    4.455
   610.90    6.000    9.050    4.450
   611.00    6.000    9.050    4.455
   611.10    6.000    9.050    4.460
   611.20    6.000    9.050    4.465
   611.30    6.000    9.050    4.465
   611.40    6.000    9.050    4.465
   611.50    6.000    9.050    4.465
   611.60    6.000    9.055    4.470
   611.70    6.000    9.050    4.470
   611.80    6.000    9.055    4.475
   611.90    6.000    9.055    4.470
   612.00    6.000    9.055    4.475
   612.10    6.000    9.055    4.480
   612.20    6.000    9.055    4.475
   612.30    6.000    9.055    4.475
   612.40    6.000    9.055    4.475
   612.50    6.000    9.055    4.475
   612.60    6.000    9.055    4.475
   612.70    6.000    9.055    4.470
   612.80    6.000    9.055    4.465
   612.90    6.000    9.055    4.465
   613.00    6.000    9.060    4.465
   613.10    6.000    9.055    4.465
   613.20    6.000    9.055    4.465
   613.30    6.000    9.060    4.460
   613.40    6.000    9.060    4.460
   613.50    6.000    9.055    4.460
   613.60    6.000    9.060    4.460
   613.70    6.000    9.060    4.455
   613.80    6.000    9.060    4.450
   613.90    6.000    9.060    4.455
   614.00    6.000    9.060    4.455
   614.10    6.000    9.060    4.455
   614.20    6.000    9.060    4.455
   614.30    6.000    9.060    4.455
   614.40    6.000    9.060    4.455
   614.50    6.000    9.060    4.455
   614.60    6.000    9.065    4.455
   614.70    6.000    9.065    4.450
   614.80    6.000    9.065    4.455
   614.90    6.000    9.065    4.455
   615.00    6.000    9.065    4.455
   615.10    6.000    9.065    4.455
   615.20    6.000    9.065    4.455
   615.30    6.000    9.065    4.450
   615.40    6.000    9.065    4.450
   615.50    6.000    9.065    4.450
   615.60    6.000    9.065    4.455
   615.70    6.000    9.065    4.450
   615.80    6.000    9.065    4.450
   615.90    6.000    9.065    4.450
   616.00    6.000    9.065    4.450
   616.10    6.000    9.065    4.455
   616.20    6.000    9.070    4.460
   616.30    6.000    9.070    4.455
   616.40    6.000    9.070    4.450
   616.50    6.000    9.070    4.450
   616.60    6.000    9.070    4.450
   616.70    6.000    9.070    4.450
   616.80    6.000    9.070    4.450
   616.90    6.000    9.070    4.445
   617.00    6.000    9.070    4.450
   617.10    6.000    9.070    4.440
   617.20    6.000    9.070    4.440
   617.30    6.000    9.070    4.435
   617.40    6.000    9.070    4.440
   617.50    6.000    9.070    4.440
   617.60    6.000    9.070    4.440
   617.70    6.000    9.070    4.445
   617.80    6.000    9.075    4.440
   617.90    6.000    9.075    4.440
   618.00    6.000    9.070    4.440
   618.10    6.000    9.075    4.440
   618.20    6.000    9.075    4.440
   618.30    6.000    9.075    4.445
   618.40    6.000    9.075    4.445
   618.50    6.000    9.075    4.445
   618.60    6.000    9.075    4.445
   618.70    6.000    9.075    4.445
   618.80    6.000    9.075    4.445
   618.90    6.000    9.075    4.440
   619.00    6.000    9.075    4.440
   619.10    6.000    9.075    4.440
   619.20    6.000    9.080    4.435
   619.30    6.000    9.075    4.430
   619.40    6.000    9.080    4.435
   619.50    6.000    9.075    4.430
   619.60    6.000    9.080    4.430
   619.70    6.000    9.080    4.430
   619.80    6.000    9.080    4.430
   619.90    6.000    9.080    4.430
   620.00    6.000    9.080    4.430
   620.10    6.000    9.080    4.430
   620.20    6.000    9.080    4.430
   620.30    6.000    9.080    4.430
   620.40    6.000    9.080    4.430
   620.50    6.000    9.080    4.435
   620.60    6.000    9.080    4.435
   620.70    6.000    9.080    4.440
   620.80    6.000    9.080    4.440
   620.90    6.000    9.080    4.435
   621.00    6.000    9.085    4.435
   621.10    6.000    9.085    4.430
   621.20    6.000    9.085    4.430
   621.30    6.000    9.080    4.430
   621.40    6.000    9.085    4.430
   621.50    6.000    9.085    4.430
   621.60    6.000    9.085    4.435
   621.70    6.000    9.085    4.440
   621.80    6.000    9.085    4.440
   621.90    6.000    9.085    4.440
   622.00    6.000    9.085    4.440
   622.10    6.000    9.085    4.435
   622.20    6.000    9.085    4.435
   622.30    6.000    9.085    4.430
   622.40    6.000    9.085    4.435
   622.50    6.000    9.085    4.435
   622.60    6.000    9.085    4.435
   622.70    6.000    9.085    4.440
   622.80    6.000    9.090    4.440
   622.90    6.000    9.090    4.435
   623.00    6.000    9.085    4.440
   623.10    6.000    9.090    4.435
   623.20    6.000    9.090    4.435
   623.30    6.000    9.085    4.435
   623.40    6.000    9.085    4.440
   623.50    6.000    9.090    4.435
   623.60    6.000    9.090    4.435
   623.70    6.000    9.090    4.435
   623.80    6.000    9.090    4.430
   623.90    6.000    9.090    4.435
   624.00    6.000    9.090    4.440
   624.10    6.000    9.090    4.440
   624.20    6.000    9.090    4.445
   624.30    6.000    9.095    4.445
   624.40    6.000    9.090    4.450
   624.50    6.000    9.095    4.455
   624.60    6.000    9.095    4.460
   624.70    6.000    9.095    4.455
   624.80    6.000    9.095    4.450
   624.90    6.000    9.095    4.450
   625.00    6.000    9.095    4.450
   625.10    6.000    9.095    4.445
   625.20    6.000    9.095    4.450
   625.30    6.000    9.095    4.450
   625.40    6.000    9.095    4.445
   625.50    6.000    9.095    4.445
   625.60    6.000    9.095    4.445
   625.70    6.000    9.095    4.450
   625.80    6.000    9.095    4.450
   625.90    6.000    9.095    4.455
   626.00    6.000    9.095    4.450
   626.10    6.000    9.095    4.455
   626.20    6.000    9.095    4.455
   626.30    6.000    9.095    4.460
   626.40    6.000    9.095    4.465
   626.50    6.000    9.100    4.465
   626.60    6.000    9.095    4.470
   626.70    6.000    9.100    4.470
   626.80    6.000    9.100    4.475
   626.90    6.000    9.100    4.475
   627.00    6.000    9.100    4.470
   627.10    6.000    9.100    4.470
   627.20    6.000    9.100    4.475
   627.30    6.000    9.100    4.470
   627.40    6.000    9.100    4.465
   627.50    6.000    9.100    4.465
   627.60    6.000    9.100    4.465
   627.70    6.000    9.100    4.465
   627.80    6.000    9.100    4.460
   627.90    6.000    9.100    4.460
   628.00    6.000    9.100    4.460
   628.10    6.000    9.100    4.460
   628.20    6.000    9.100    4.460
   628.30    6.000    9.105    4.465
   628.40    6.000    9.105    4.460
   628.50    6.000    9.100    4.460
   628.60    6.000    9.105    4.460
   628.70    6.000    9.105    4.460
   628.80    6.000    9.105    4.465
   628.90    6.000    9.105    4.465
   629.00    6.000    9.105    4.465
   629.10    6.000    9.105    4.460
   629.20    6.000    9.105    4.460
   629.30    6.000    9.105    4.460
   629.40    6.000    9.105    4.465
   629.50    6.000    9.105    4.465
   629.60    6.000    9.105    4.465
   629.70    6.000    9.105    4.465
   629.80    6.000    9.105    4.465
   629.90    6.000    9.105    4.465
   630.00    6.000    9.105    4.460
   630.10    6.000    9.105    4.460
   630.20    6.000    9.105    4.465
   630.30    6.000    9.110    4.465
   630.40    6.000    9.110    4.470
   630.50    6.000    9.110    4.470
   630.60    6.000    9.110    4.475
   630.70    6.000    9.110    4.475
   630.80    6.000    9.110    4.470
   630.90    6.000    9.110    4.470
   631.00    6.000    9.110    4.470
   631.10    6.000    9.110    4.475
   631.20    6.000    9.110    4.475
   631.30    6.000    9.110    4.475
   631.40    6.000    9.110    4.475
   631.50    6.000    9.110    4.470
   631.60    6.000    9.115    4.470
   631.70    6.000    9.115    4.470
   631.80    6.000    9.115    4.465
   631.90    6.000    9.115    4.465
   632.00    6.000    9.115    4.460
   632.10    6.000    9.115    4.460
   632.20    6.000    9.115    4.460
   632.30    6.000    9.115    4.465
   632.40    6.000    9.115    4.470
   632.50    6.000    9.115    4.470
   632.60    6.000    9.115    4.470
   632.70    6.000    9.115    4.470
   632.80    6.000    9.115    4.465
   632.90    6.000    9.120    4.470
   633.00    6.000    9.120    4.465
   633.10    6.000    9.120    4.465
   633.20    6.000    9.120    4.460
   633.30    6.000    9.120    4.460
   633.40    6.000    9.120    4.465
   633.50    6.000    9.120    4.460
   633.60    6.000    9.120    4.460
   633.70    6.000    9.120    4.455
   633.80    6.000    9.120    4.450
   633.90    6.000    9.120    4.455
   634.00    6.000    9.120    4.455
   634.10    6.000    9.120    4.455
   634.20    6.000    9.120    4.455
   634.30    6.000    9.120    4.455
   634.40    6.000    9.120    4.455
   634.50    6.000    9.120    4.455
   634.60    6.000    9.120    4.455
   634.70    6.000    9.120    4.450
   634.80    6.000    9.120    4.450
   634.90    6.000    9.125    4.455
   635.00    6.000    9.120    4.455
   635.10    6.000    9.120    4.455
   635.20    6.000    9.125    4.455
   635.30    6.000    9.125    4.460
   635.40    6.000    9.125    4.455
   635.50    6.000    9.125    4.460
   635.60    6.000    9.125    4.460
   635.70    6.000    9.125    4.460
   635.80    6.000    9.125    4.460
   635.90    6.000    9.125    4.460
   636.00    6.000    9.125    4.455
   636.10    6.000    9.125    4.455
   636.20    6.000    9.125    4.455
   636.30    6.000    9.125    4.455
   636.40    6.000    9.125    4.460
   636.50    6.000    9.125    4.460
   636.60    6.000    9.125    4.460
   636.70    6.000    9.130    4.465
   636.80    6.000    9.130    4.465
   636.90    6.000    9.125    4.465
   637.00    6.000    9.130    4.470
   637.10    6.000    9.130    4.470
   637.20    6.000    9.130    4.475
   637.30    6.000    9.130    4.470
   637.40    6.000    9.130    4.470
   637.50    6.000    9.130    4.470
   637.60    6.000    9.130    4.470
   637.70    6.000    9.130    4.470
   637.80    6.000    9.130    4.465
   637.90    6.000    9.130    4.465
   638.00    6.000    9.130    4.465
   638.10    6.000    9.130    4.460
   638.20    6.000    9.130    4.455
   638.30    6.000    9.130    4.450
   638.40    6.000    9.130    4.455
   638.50    6.000    9.135    4.455
   638.60    6.000    9.130    4.455
   638.70    6.000    9.130    4.455
   638.80    6.000    9.135    4.450
   638.90    6.000    9.130    4.450
   639.00    6.000    9.130    4.455
   639.10    6.000    9.135    4.450
   639.20    6.000    9.135    4.450
   639.30    6.000    9.135    4.445
   639.40    6.000    9.135    4.445
   639.50    6.000    9.135    4.450
   639.60    6.000    9.135    4.450
   639.70    6.000    9.135    4.450
   639.80    6.000    9.135    4.450
   639.90    6.000    9.135    4.455
   640.00    6.000    9.135    4.455
   640.10    6.000    9.135    4.455
   640.20    6.000    9.135    4.455
   640.30    6.000    9.135    4.460
   640.40    6.000    9.135    4.460
   640.50    6.000    9.135    4.465
   640.60    6.000    9.140    4.465
   640.70    6.000    9.135    4.465
   640.80    6.000    9.140    4.470
   640.90    6.000    9.140    4.475
   641.00    6.000    9.140    4.475
   641.10    6.000    9.140    4.480
   641.20    6.000    9.140    4.475
   641.30    6.000    9.140    4.475
   641.40    6.000    9.140    4.475
   641.50    6.000    9.140    4.475
   641.60    6.000    9.140    4.475
   641.70    6.000    9.140    4.470
   641.80    6.000    9.140    4.470
   641.90    6.000    9.140    4.465
   642.00    6.000    9.140    4.465
   642.10    6.000    9.140    4.465
   642.20    6.000    9.140    4.455
   642.30    6.000    9.140    4.455
   642.40    6.000    9.145    4.450
   642.50    6.000    9.140    4.445
   642.60    6.000    9.140    4.440
   642.70    6.000    9.145    4.445
   642.80    6.000    9.145    4.445
   642.90    6.000    9.145    4.445
   643.00    6.000    9.145    4.445
   643.10    6.000    9.145    4.450
   643.20    6.000    9.145    4.445
   643.30    6.000    9.145    4.445
   643.40    6.000    9.145    4.445
   643.50    6.000    9.145    4.450
   643.60    6.000    9.150    4.455
   643.70    6.000    9.145    4.455
   643.80    6.000    9.145    4.455
   643.90    6.000    9.150    4.455
   644.00    6.000    9.150    4.455
   644.10    6.000    9.145    4.460
   644.20    6.000    9.150    4.460
   644.30    6.000    9.150    4.460
   644.40    6.000    9.150    4.455
   644.50    6.000    9.150    4.450
   644.60    6.000    9.150    4.450
   644.70    6.000    9.150    4.450
   644.80    6.000    9.150    4.450
   644.90    6.000    9.150    4.450
   645.00    6.000    9.150    4.450
   645.10    6.000    9.150    4.455
   645.20    6.000    9.150    4.455
   645.30    6.000    9.150    4.455
   645.40    6.000    9.150    4.455
   645.50    6.000    9.150    4.455
   645.60    6.000    9.150    4.460
   645.70    6.000    9.150    4.465
   645.80    6.000    9.150    4.465
   645.90    6.000    9.150    4.465
   646.00    6.000    9.150    4.465
   646.10    6.000    9.155    4.465
   646.20    6.000    9.155    4.460
   646.30    6.000    9.155    4.460
   646.40    6.000    9.155    4.460
   646.50    6.000    9.155    4.460
   646.60    6.000    9.155    4.455
   646.70    6.000    9.155    4.455
   646.80    6.000    9.155    4.460
   646.90    6.000    9.155    4.460
   647.00    6.000    9.155    4.465
   647.10    6.000    9.155    4.465
   647.20    6.000    9.155    4.465
   647.30    6.000    9.155    4.470
   647.40    6.000    9.155    4.470
   647.50    6.000    9.155    4.470
   647.60    6.000    9.155    4.475
   647.70    6.000    9.160    4.475
   647.80    6.000    9.160    4.475
   647.90    6.000    9.155    4.475
   648.00    6.000    9.160    4.480
   648.10    6.000    9.160    4.475
   648.20    6.000    9.155    4.475
   648.30    6.000    9.160    4.475
   648.40    6.000    9.160    4.470
   648.50    6.000    9.160    4.470
   648.60    6.000    9.160    4.475
   648.70    6.000    9.160    4.475
   648.80    6.000    9.160    4.475
   648.90    6.000    9.160    4.470
   649.00    6.000    9.160    4.465
   649.10    6.000    9.160    4.465
   649.20    6.000    9.160    4.470
   649.30    6.000    9.160    4.470
   649.40    6.000    9.160    4.470
   649.50    6.000    9.160    4.465
   649.60    6.000    9.160    4.460
   649.70    6.000    9.160    4.460
   649.80    6.000    9.160    4.460
   649.90    6.000    9.160    4.465
   650.00    6.000    9.165    4.465
   650.10    6.000    9.165    4.465
   650.20    6.000    9.165    4.460
   650.30    6.000    9.165    4.460
   650.40    6.000    9.165    4.460
   650.50    6.000    9.165    4.460
   650.60    6.000    9.165    4.460
   650.70    6.000    9.165    4.460
   650.80    6.000    9.165    4.455
   650.90    6.000    9.165    4.455
   651.00    6.000    9.165    4.455
   651.10    6.000    9.165    4.450
   651.20    6.000    9.165    4.455
   651.30    6.000    9.165    4.450
   651.40    6.000    9.165    4.455
   651.50    6.000    9.165    4.460
   651.60    6.000    9.165    4.460
   651.70    6.000    9.165    4.465
   651.80    6.000    9.165    4.465
   651.90    6.000    9.165    4.465
   652.00    6.000    9.170    4.470
   652.10    6.000    9.170    4.470
   652.20    6.000    9.170    4.470
   652.30    6.000    9.170    4.465
   652.40    6.000    9.170    4.460
   652.50    6.000    9.170    4.460
   652.60    6.000    9.170    4.460
   652.70    6.000    9.170    4.455
   652.80    6.000    9.170    4.455
   652.90    6.000    9.170    4.455
   653.00    6.000    9.170    4.455
   653.10    6.000    9.170    4.455
   653.20    6.000    9.170    4.455
   653.30    6.000    9.170    4.455
   653.40    6.000    9.170    4.460
   653.50    6.000    9.170    4.460
   653.60    6.000    9.170    4.460
   653.70    6.000    9.170    4.465
   653.80    6.000    9.170    4.470
   653.90    6.000    9.170    4.470
   654.00    6.000    9.175    4.470
   654.10    6.000    9.175    4.470
   654.20    6.000    9.175    4.470
   654.30    6.000    9.175    4.470
   654.40    6.000    9.175    4.470
   654.50    6.000    9.175    4.475
   654.60    6.000    9.175    4.470
   654.70    6.000    9.175    4.465
   654.80    6.000    9.175    4.470
   654.90    6.000    9.175    4.470
   655.00    6.000    9.175    4.460
   655.10    6.000    9.175    4.460
   655.20    6.000    9.175    4.460
   655.30    6.000    9.175    4.460
   655.40    6.000    9.175    4.460
   655.50    6.000    9.175    4.455
   655.60    6.000    9.175    4.450
   655.70    6.000    9.175    4.445
   655.80    6.000    9.175    4.450
   655.90    6.000    9.175    4.450
   656.00    6.000    9.175    4.450
   656.10    6.000    9.180    4.450
   656.20    6.000    9.175    4.455
   656.30    6.000    9.175    4.460
   656.40    6.000    9.175    4.460
   656.50    6.000    9.175    4.460
   656.60    6.000    9.180    4.460
   656.70    6.000    9.180    4.460
   656.80    6.000    9.180    4.460
   656.90    6.000    9.180    4.455
   657.00    6.000    9.180    4.450
   657.10    6.000    9.180    4.450
   657.20    6.000    9.180    4.450
   657.30    6.000    9.180    4.450
   657.40    6.000    9.180    4.445
   657.50    6.000    9.180    4.450
   657.60    6.000    9.180    4.450
   657.70    6.000    9.180    4.455
   657.80    6.000    9.180    4.460
   657.90    6.000    9.180    4.460
   658.00    6.000    9.185    4.460
   658.10    6.000    9.180    4.460
   658.20    6.000    9.185    4.465
   658.30    6.000    9.180    4.465
   658.40    6.000    9.185    4.460
   658.50    6.000    9.180    4.460
   658.60    6.000    9.180    4.460
   658.70    6.000    9.185    4.465
   658.80    6.000    9.185    4.460
   658.90    6.000    9.185    4.460
   659.00    6.000    9.185    4.460
   659.10    6.000    9.185    4.460
   659.20    6.000    9.185    4.460
   659.30    6.000    9.185    4.460
   659.40    6.000    9.185    4.460
   659.50    6.000    9.185    4.460
   659.60    6.000    9.185    4.460
   659.70    6.000    9.185    4.460
   659.80    6.000    9.185    4.460
   659.90    6.000    9.185    4.455
   660.00    6.000    9.185    4.450
   660.10    6.000    9.185    4.450
   660.20    6.000    9.185    4.455
   660.30    6.000    9.185    4.450
   660.40    6.000    9.185    4.455
   660.50    6.000    9.185    4.455
   660.60    6.000    9.185    4.460
   660.70    6.000    9.185    4.460
   660.80    6.000    9.190    4.460
   660.90    6.000    9.190    4.455
   661.00    6.000    9.185    4.460
   661.10    6.000    9.185    4.460
   661.20    6.000    9.185    4.460
   661.30    6.000    9.190    4.455
   661.40    6.000    9.190    4.460
   661.50    6.000    9.190    4.455
   661.60    6.000    9.190    4.455
   661.70    6.000    9.190    4.455
   661.80    6.000    9.190    4.460
   661.90    6.000    9.190    4.465
   662.00    6.000    9.190    4.470
   662.10    6.000    9.190    4.475
   662.20    6.000    9.190    4.470
   662.30    6.000    9.190    4.470
   662.40    6.000    9.190    4.470
   662.50    6.000    9.190    4.470
   662.60    6.000    9.190    4.465
   662.70    6.000    9.190    4.465
   662.80    6.000    9.190    4.455
   662.90    6.000    9.190    4.455
   663.00    6.000    9.190    4.455
   663.10    6.000    9.190    4.460
   663.20    6.000    9.190    4.460
   663.30    6.000    9.190    4.455
   663.40    6.000    9.195    4.455
   663.50    6.000    9.195    4.450
   663.60    6.000    9.195    4.450
   663.70    6.000    9.195    4.450
   663.80    6.000    9.195    4.455
   663.90    6.000    9.195    4.455
   664.00    6.000    9.195    4.450
   664.10    6.000    9.195    4.450
   664.20    6.000    9.195    4.455
   664.30    6.000    9.195    4.455
   664.40    6.000    9.195    4.460
   664.50    6.000    9.195    4.465
   664.60    6.000    9.195    4.465
   664.70    6.000    9.195    4.465
   664.80    6.000    9.195    4.465
   664.90    6.000    9.195    4.465
   665.00    6.000    9.195    4.465
   665.10    6.000    9.195    4.465
   665.20    6.000    9.200    4.465
   665.30    6.000    9.195    4.470
   665.40    6.000    9.195    4.470
   665.50    6.000    9.200    4.470
   665.60    6.000    9.200    4.465
   665.70    6.000    9.200    4.465
   665.80    6.000    9.200    4.465
   665.90    6.000    9.200    4.470
   666.00    6.000    9.200    4.465
   666.10    6.000    9.200    4.465
   666.20    6.000    9.200    4.465
   666.30    6.000    9.200    4.465
   666.40    6.000    9.200    4.460
   666.50    6.000    9.200    4.465
   666.60    6.000    9.200    4.465
   666.70    6.000    9.200    4.465
   666.80    6.000    9.200    4.470
   666.90    6.000    9.200    4.475
   667.00    6.000    9.200    4.475
   667.10    6.000    9.200    4.475
   667.20    6.000    9.200    4.475
   667.30    6.000    9.200    4.475
   667.40    6.000    9.200    4.470
   667.50    6.000    9.200    4.470
   667.60    6.000    9.205    4.470
   667.70    6.000    9.200    4.465
   667.80    6.000    9.205    4.460
   667.90    6.000    9.200    4.460
   668.00    6.000    9.205    4.460
   668.10    6.000    9.205    4.460
   668.20    6.000    9.205    4.460
   668.30    6.000    9.205    4.460
   668.40    6.000    9.205    4.455
   668.50    6.000    9.200    4.455
   668.60    6.000    9.205    4.455
   668.70    6.000    9.205    4.455
   668.80    6.000    9.205    4.450
   668.90    6.000    9.205    4.455
   669.00    6.000    9.205    4.455
   669.10    6.000    9.205    4.455
   669.20    6.000    9.205    4.455
   669.30    6.000    9.205    4.455
   669.40    6.000    9.205    4.450
   669.50    6.000    9.205    4.445
   669.60    6.000    9.205    4.445
   669.70    6.000    9.205    4.445
   669.80    6.000    9.205    4.450
   669.90    6.000    9.205    4.445
   670.00    6.000    9.205    4.445
   670.10    6.000    9.205    4.440
   670.20    6.000    9.205    4.440
   670.30    6.000    9.210    4.440
   670.40    6.000    9.210    4.445
   670.50    6.000    9.210    4.440
   670.60    6.000    9.205    4.445
   670.70    6.000    9.210    4.450
   670.80    6.000    9.210    4.450
   670.90    6.000    9.210    4.455
   671.00    6.000    9.210    4.455
   671.10    6.000    9.210    4.460
   671.20    6.000    9.210    4.450
   671.30    6.000    9.210    4.455
   671.40    6.000    9.210    4.450
   671.50    6.000    9.210    4.450
   671.60    6.000    9.210    4.450
   671.70    6.000    9.210    4.450
   671.80    6.000    9.210    4.445
   671.90    6.000    9.210    4.445
   672.00    6.000    9.210    4.445
   672.10    6.000    9.210    4.445
   672.20    6.000    9.210    4.450
   672.30    6.000    9.210    4.450
   672.40    6.000    9.210    4.450
   672.50    6.000    9.210    4.445
   672.60    6.000    9.210    4.450
   672.70    6.000    9.215    4.455
   672.80    6.000    9.210    4.460
   672.90    6.000    9.215    4.460
   673.00    6.000    9.215    4.460
   673.10    6.000    9.215    4.460
   673.20    6.000    9.215    4.465
   673.30    6.000    9.215    4.465
   673.40    6.000    9.215    4.460
   673.50    6.000    9.215    4.465
   673.60    6.000    9.215    4.460
   673.70    6.000    9.215    4.460
   673.80    6.000    9.215    4.465
   673.90    6.000    9.215    4.470
   674.00    6.000    9.215    4.470
   674.10    6.000    9.215    4.470
   674.20    6.000    9.215    4.465
   674.30    6.000    9.215    4.460
   674.40    6.000    9.215    4.460
   674.50    6.000    9.215    4.465
   674.60    6.000    9.215    4.465
   674.70    6.000    9.215    4.470
   674.80    6.000    9.215    4.465
   674.90    6.000    9.215    4.465
   675.00    6.000    9.220    4.465
   675.10    6.000    9.215    4.465
   675.20    6.000    9.220    4.470
   675.30    6.000    9.215    4.470
   675.40    6.000    9.220    4.475
   675.50    6.000    9.220    4.475
   675.60    6.000    9.220    4.475
   675.70    6.000    9.220    4.480
   675.80    6.000    9.220    4.480
   675.90    6.000    9.220    4.475
   676.00    6.000    9.220    4.470
   676.10    6.000    9.220    4.470
   676.20    6.000    9.220    4.470
   676.30    6.000    9.220    4.470
   676.40    6.000    9.220    4.465
   676.50    6.000    9.220    4.460
   676.60    6.000    9.220    4.460
   676.70    6.000    9.220    4.465
   676.80    6.000    9.220    4.460
   676.90    6.000    9.220    4.460
   677.00    6.000    9.225    4.460
   677.10    6.000    9.220    4.455
   677.20    6.000    9.225    4.450
   677.30    6.000    9.225    4.445
   677.40    6.000    9.220    4.450
   677.50    6.000    9.220    4.455
   677.60    6.000    9.225    4.455
   677.70    6.000    9.225    4.455
   677.80    6.000    9.225    4.455
   677.90    6.000    9.225    4.450
   678.00    6.000    9.225    4.450
   678.10    6.000    9.225    4.450
   678.20    6.000    9.225    4.445
   678.30    6.000    9.225    4.445
   678.40    6.000    9.225    4.450
   678.50    6.000    9.225    4.455
   678.60    6.000    9.225    4.455
   678.70    6.000    9.225    4.455
   678.80    6.000    9.225    4.455
   678.90    6.000    9.225    4.455
   679.00    6.000    9.225    4.455
   679.10    6.000    9.225    4.455
   679.20    6.000    9.225    4.460
   679.30    6.000    9.225    4.465
   679.40    6.000    9.230    4.470
   679.50    6.000    9.225    4.470
   679.60    6.000    9.230    4.465
   679.70    6.000    9.225    4.470
   679.80    6.000    9.230    4.475
   679.90    6.000    9.230    4.475
   680.00    6.000    9.230    4.470
   680.10    6.000    9.230    4.465
   680.20    6.000    9.230    4.465
   680.30    6.000    9.230    4.465
   680.40    6.000    9.230    4.470
   680.50    6.000    9.230    4.470
   680.60    6.000    9.230    4.470
   680.70    6.000    9.230    4.465
   680.80    6.000    9.230    4.465
