Data export from TecQuipment CE2000

Data series 1

    Time   Pump 2       LT     Flow 
     0.00    4.000    3.600    1.530
     0.10    4.000    3.590    1.595
     0.20    4.000    3.575    1.640
     0.30    4.000    3.450    1.680
     0.40    4.000    3.345    1.725
     0.50    4.000    3.345    1.760
     0.60    4.000    3.350    1.795
     0.70    4.000    3.350    1.825
     0.80    4.000    3.350    1.855
     0.90    4.000    3.350    1.890
     1.00    4.000    3.345    1.940
     1.10    4.000    3.230    1.975
     1.20    4.000    2.800    2.000
     1.30    4.000    2.270    2.035
     1.40    4.000    1.800    2.100
     1.50    4.000    1.385    2.185
     1.60    4.000    1.020    2.245
     1.70    4.000    0.770    2.265
     1.80    4.000    0.505    2.280
     1.90    4.000    0.275    2.295
     2.00    4.000    0.085    2.315
     2.10    4.000   -0.055    2.330
     2.20    4.000   -0.140    2.345
     2.30    4.000   -0.215    2.355
     2.40    4.000   -0.260    2.370
     2.50    4.000   -0.285    2.385
     2.60    4.000   -0.295    2.400
     2.70    4.000   -0.300    2.410
     2.80    4.000   -0.300    2.415
     2.90    4.000   -0.295    2.425
     3.00    4.000   -0.290    2.440
     3.10    4.000   -0.285    2.450
     3.20    4.000   -0.285    2.460
     3.30    4.000   -0.275    2.470
     3.40    4.000   -0.275    2.480
     3.50    4.000   -0.265    2.490
     3.60    4.000   -0.260    2.505
     3.70    4.000   -0.255    2.515
     3.80    4.000   -0.245    2.530
     3.90    4.000   -0.240    2.540
     4.00    4.000   -0.230    2.550
     4.10    4.000   -0.220    2.560
     4.20    4.000   -0.215    2.565
     4.30    4.000   -0.210    2.570
     4.40    4.000   -0.200    2.580
     4.50    4.000   -0.195    2.585
     4.60    4.000   -0.190    2.595
     4.70    4.000   -0.185    2.600
     4.80    4.000   -0.175    2.605
     4.90    4.000   -0.165    2.615
     5.00    4.000   -0.155    2.620
     5.10    4.000   -0.145    2.625
     5.20    4.000   -0.140    2.630
     5.30    4.000   -0.135    2.635
     5.40    4.000   -0.125    2.640
     5.50    4.000   -0.125    2.640
     5.60    4.000   -0.115    2.650
     5.70    4.000   -0.100    2.650
     5.80    4.000   -0.095    2.655
     5.90    4.000   -0.085    2.665
     6.00    4.000   -0.080    2.665
     6.10    4.000   -0.075    2.670
     6.20    4.000   -0.065    2.675
     6.30    4.000   -0.060    2.675
     6.40    4.000   -0.050    2.680
     6.50    4.000   -0.045    2.690
     6.60    4.000   -0.040    2.695
     6.70    4.000   -0.030    2.700
     6.80    4.000   -0.020    2.705
     6.90    4.000   -0.015    2.710
     7.00    4.000   -0.010    2.715
     7.10    4.000    0.000    2.715
     7.20    4.000    0.010    2.715
     7.30    4.000    0.015    2.720
     7.40    4.000    0.020    2.720
     7.50    4.000    0.025    2.725
     7.60    4.000    0.030    2.725
     7.70    4.000    0.035    2.730
     7.80    4.000    0.045    2.735
     7.90    4.000    0.050    2.740
     8.00    4.000    0.055    2.750
     8.10    4.000    0.065    2.755
     8.20    4.000    0.070    2.760
     8.30    4.000    0.080    2.765
     8.40    4.000    0.085    2.765
     8.50    4.000    0.095    2.770
     8.60    4.000    0.095    2.775
     8.70    4.000    0.100    2.780
     8.80    4.000    0.110    2.785
     8.90    4.000    0.110    2.785
     9.00    4.000    0.120    2.785
     9.10    4.000    0.125    2.785
     9.20    4.000    0.130    2.790
     9.30    4.000    0.135    2.790
     9.40    4.000    0.140    2.790
     9.50    4.000    0.145    2.795
     9.60    4.000    0.150    2.795
     9.70    4.000    0.155    2.795
     9.80    4.000    0.160    2.800
     9.90    4.000    0.165    2.800
    10.00    4.000    0.170    2.805
    10.10    4.000    0.175    2.810
    10.20    4.000    0.180    2.810
    10.30    4.000    0.190    2.815
    10.40    4.000    0.190    2.815
    10.50    4.000    0.195    2.820
    10.60    4.000    0.205    2.820
    10.70    4.000    0.210    2.820
    10.80    4.000    0.210    2.825
    10.90    4.000    0.220    2.830
    11.00    4.000    0.220    2.830
    11.10    4.000    0.225    2.830
    11.20    4.000    0.230    2.830
    11.30    4.000    0.235    2.835
    11.40    4.000    0.240    2.835
    11.50    4.000    0.245    2.835
    11.60    4.000    0.250    2.840
    11.70    4.000    0.250    2.840
    11.80    4.000    0.260    2.845
    11.90    4.000    0.265    2.845
    12.00    4.000    0.270    2.850
    12.10    4.000    0.275    2.845
    12.20    4.000    0.280    2.845
    12.30    4.000    0.280    2.850
    12.40    4.000    0.285    2.855
    12.50    4.000    0.290    2.855
    12.60    4.000    0.295    2.855
    12.70    4.000    0.300    2.855
    12.80    4.000    0.305    2.860
    12.90    4.000    0.310    2.860
    13.00    4.000    0.315    2.860
    13.10    4.000    0.320    2.860
    13.20    4.000    0.325    2.865
    13.30    4.000    0.330    2.865
    13.40    4.000    0.335    2.865
    13.50    4.000    0.340    2.865
    13.60    4.000    0.345    2.865
    13.70    4.000    0.350    2.865
    13.80    4.000    0.355    2.865
    13.90    4.000    0.355    2.865
    14.00    4.000    0.360    2.865
    14.10    4.000    0.360    2.870
    14.20    4.000    0.370    2.870
    14.30    4.000    0.375    2.870
    14.40    4.000    0.375    2.875
    14.50    4.000    0.385    2.880
    14.60    4.000    0.385    2.880
    14.70    4.000    0.390    2.880
    14.80    4.000    0.395    2.880
    14.90    4.000    0.400    2.880
    15.00    4.000    0.405    2.880
    15.10    4.000    0.410    2.885
    15.20    4.000    0.415    2.885
    15.30    4.000    0.420    2.880
    15.40    4.000    0.425    2.885
    15.50    4.000    0.430    2.885
    15.60    4.000    0.435    2.880
    15.70    4.000    0.435    2.885
    15.80    4.000    0.440    2.885
    15.90    4.000    0.445    2.885
    16.00    4.000    0.450    2.885
    16.10    4.000    0.460    2.885
    16.20    4.000    0.465    2.880
    16.30    4.000    0.470    2.885
    16.40    4.000    0.475    2.890
    16.50    4.000    0.475    2.895
    16.60    4.000    0.480    2.895
    16.70    4.000    0.485    2.895
    16.80    4.000    0.490    2.900
    16.90    4.000    0.495    2.900
    17.00    4.000    0.505    2.905
    17.10    4.000    0.505    2.905
    17.20    4.000    0.510    2.905
    17.30    4.000    0.515    2.910
    17.40    4.000    0.520    2.910
    17.50    4.000    0.525    2.910
    17.60    4.000    0.530    2.910
    17.70    4.000    0.535    2.910
    17.80    4.000    0.540    2.910
    17.90    4.000    0.545    2.915
    18.00    4.000    0.550    2.915
    18.10    4.000    0.555    2.915
    18.20    4.000    0.560    2.905
    18.30    4.000    0.565    2.910
    18.40    4.000    0.570    2.905
    18.50    4.000    0.575    2.905
    18.60    4.000    0.580    2.905
    18.70    4.000    0.585    2.905
    18.80    4.000    0.590    2.905
    18.90    4.000    0.590    2.900
    19.00    4.000    0.595    2.900
    19.10    4.000    0.600    2.900
    19.20    4.000    0.605    2.905
    19.30    4.000    0.610    2.905
    19.40    4.000    0.615    2.910
    19.50    4.000    0.620    2.910
    19.60    4.000    0.620    2.910
    19.70    4.000    0.625    2.905
    19.80    4.000    0.630    2.910
    19.90    4.000    0.635    2.910
    20.00    4.000    0.640    2.905
    20.10    4.000    0.645    2.900
    20.20    4.000    0.650    2.895
    20.30    4.000    0.655    2.900
    20.40    4.000    0.660    2.900
    20.50    4.000    0.665    2.895
    20.60    4.000    0.665    2.900
    20.70    4.000    0.670    2.905
    20.80    4.000    0.680    2.910
    20.90    4.000    0.685    2.910
    21.00    4.000    0.690    2.910
    21.10    4.000    0.690    2.910
    21.20    4.000    0.695    2.915
    21.30    4.000    0.700    2.915
    21.40    4.000    0.705    2.915
    21.50    4.000    0.710    2.920
    21.60    4.000    0.715    2.915
    21.70    4.000    0.720    2.920
    21.80    4.000    0.730    2.920
    21.90    4.000    0.730    2.915
    22.00    4.000    0.735    2.915
    22.10    4.000    0.740    2.915
    22.20    4.000    0.745    2.915
    22.30    4.000    0.750    2.915
    22.40    4.000    0.750    2.915
    22.50    4.000    0.755    2.920
    22.60    4.000    0.760    2.925
    22.70    4.000    0.765    2.925
    22.80    4.000    0.770    2.925
    22.90    4.000    0.775    2.925
    23.00    4.000    0.780    2.920
    23.10    4.000    0.785    2.920
    23.20    4.000    0.790    2.920
    23.30    4.000    0.795    2.925
    23.40    4.000    0.800    2.925
    23.50    4.000    0.805    2.925
    23.60    4.000    0.810    2.925
    23.70    4.000    0.815    2.930
    23.80    4.000    0.815    2.930
    23.90    4.000    0.820    2.930
    24.00    4.000    0.825    2.930
    24.10    4.000    0.830    2.930
    24.20    4.000    0.835    2.930
    24.30    4.000    0.840    2.925
    24.40    4.000    0.840    2.925
    24.50    4.000    0.845    2.925
    24.60    4.000    0.850    2.920
    24.70    4.000    0.855    2.920
    24.80    4.000    0.860    2.925
    24.90    4.000    0.865    2.925
    25.00    4.000    0.870    2.925
    25.10    4.000    0.870    2.930
    25.20    4.000    0.875    2.930
    25.30    4.000    0.880    2.935
    25.40    4.000    0.885    2.935
    25.50    4.000    0.890    2.935
    25.60    4.000    0.895    2.935
    25.70    4.000    0.895    2.935
    25.80    4.000    0.900    2.930
    25.90    4.000    0.905    2.930
    26.00    4.000    0.910    2.925
    26.10    4.000    0.915    2.920
    26.20    4.000    0.920    2.915
    26.30    4.000    0.920    2.910
    26.40    4.000    0.925    2.905
    26.50    4.000    0.930    2.905
    26.60    4.000    0.935    2.910
    26.70    4.000    0.935    2.910
    26.80    4.000    0.940    2.905
    26.90    4.000    0.945    2.910
    27.00    4.000    0.945    2.915
    27.10    4.000    0.950    2.915
    27.20    4.000    0.950    2.915
    27.30    4.000    0.955    2.915
    27.40    4.000    0.960    2.920
    27.50    4.000    0.965    2.925
    27.60    4.000    0.970    2.925
    27.70    4.000    0.975    2.930
    27.80    4.000    0.975    2.935
    27.90    4.000    0.980    2.930
    28.00    4.000    0.985    2.930
    28.10    4.000    0.990    2.925
    28.20    4.000    0.995    2.925
    28.30    4.000    1.000    2.925
    28.40    4.000    1.000    2.925
    28.50    4.000    1.005    2.930
    28.60    4.000    1.010    2.925
    28.70    4.000    1.015    2.925
    28.80    4.000    1.015    2.920
    28.90    4.000    1.020    2.925
    29.00    4.000    1.025    2.920
    29.10    4.000    1.030    2.930
    29.20    4.000    1.035    2.925
    29.30    4.000    1.035    2.930
    29.40    4.000    1.040    2.935
    29.50    4.000    1.045    2.935
    29.60    4.000    1.050    2.940
    29.70    4.000    1.050    2.940
    29.80    4.000    1.055    2.940
    29.90    4.000    1.060    2.940
    30.00    4.000    1.060    2.940
    30.10    4.000    1.065    2.940
    30.20    4.000    1.070    2.940
    30.30    4.000    1.070    2.935
    30.40    4.000    1.075    2.940
    30.50    4.000    1.080    2.940
    30.60    4.000    1.080    2.935
    30.70    4.000    1.085    2.935
    30.80    4.000    1.090    2.935
    30.90    4.000    1.090    2.935
    31.00    4.000    1.095    2.940
    31.10    4.000    1.095    2.945
    31.20    4.000    1.105    2.945
    31.30    4.000    1.105    2.945
    31.40    4.000    1.110    2.940
    31.50    4.000    1.110    2.935
    31.60    4.000    1.115    2.935
    31.70    4.000    1.120    2.935
    31.80    4.000    1.120    2.935
    31.90    4.000    1.125    2.940
    32.00    4.000    1.125    2.945
    32.10    4.000    1.130    2.945
    32.20    4.000    1.135    2.945
    32.30    4.000    1.140    2.940
    32.40    4.000    1.140    2.940
    32.50    4.000    1.145    2.940
    32.60    4.000    1.150    2.935
    32.70    4.000    1.150    2.935
    32.80    4.000    1.155    2.935
    32.90    4.000    1.160    2.930
    33.00    4.000    1.160    2.930
    33.10    4.000    1.165    2.935
    33.20    4.000    1.170    2.935
    33.30    4.000    1.170    2.935
    33.40    4.000    1.175    2.935
    33.50    4.000    1.175    2.935
    33.60    4.000    1.180    2.930
    33.70    4.000    1.185    2.935
    33.80    4.000    1.185    2.935
    33.90    4.000    1.190    2.940
    34.00    4.000    1.190    2.940
    34.10    4.000    1.195    2.940
    34.20    4.000    1.200    2.940
    34.30    4.000    1.200    2.945
    34.40    4.000    1.205    2.940
    34.50    4.000    1.210    2.940
    34.60    4.000    1.210    2.940
    34.70    4.000    1.215    2.945
    34.80    4.000    1.220    2.935
    34.90    4.000    1.220    2.935
    35.00    4.000    1.225    2.935
    35.10    4.000    1.230    2.940
    35.20    4.000    1.230    2.940
    35.30    4.000    1.235    2.945
    35.40    4.000    1.235    2.950
    35.50    4.000    1.240    2.955
    35.60    4.000    1.245    2.955
    35.70    4.000    1.245    2.960
    35.80    4.000    1.250    2.965
    35.90    4.000    1.255    2.960
    36.00    4.000    1.255    2.955
    36.10    4.000    1.260    2.950
    36.20    4.000    1.260    2.950
    36.30    4.000    1.265    2.950
    36.40    4.000    1.270    2.955
    36.50    4.000    1.275    2.955
    36.60    4.000    1.275    2.950
    36.70    4.000    1.275    2.950
    36.80    4.000    1.285    2.945
    36.90    4.000    1.285    2.950
    37.00    4.000    1.290    2.945
    37.10    4.000    1.290    2.945
    37.20    4.000    1.295    2.945
    37.30    4.000    1.295    2.945
    37.40    4.000    1.300    2.945
    37.50    4.000    1.300    2.945
    37.60    4.000    1.305    2.950
    37.70    4.000    1.310    2.955
    37.80    4.000    1.310    2.955
    37.90    4.000    1.315    2.960
    38.00    4.000    1.315    2.960
    38.10    4.000    1.320    2.965
    38.20    4.000    1.320    2.965
    38.30    4.000    1.325    2.960
    38.40    4.000    1.330    2.955
    38.50    4.000    1.330    2.950
    38.60    4.000    1.335    2.950
    38.70    4.000    1.340    2.950
    38.80    4.000    1.340    2.945
    38.90    4.000    1.345    2.950
    39.00    4.000    1.345    2.950
    39.10    4.000    1.350    2.950
    39.20    4.000    1.350    2.950
    39.30    4.000    1.355    2.955
    39.40    4.000    1.360    2.955
    39.50    4.000    1.360    2.955
    39.60    4.000    1.360    2.955
    39.70    4.000    1.365    2.960
    39.80    4.000    1.370    2.960
    39.90    4.000    1.370    2.960
    40.00    4.000    1.375    2.960
    40.10    4.000    1.380    2.965
    40.20    4.000    1.380    2.960
    40.30    4.000    1.385    2.960
    40.40    4.000    1.385    2.960
    40.50    4.000    1.390    2.955
    40.60    4.000    1.395    2.960
    40.70    4.000    1.395    2.955
    40.80    4.000    1.400    2.950
    40.90    4.000    1.405    2.950
    41.00    4.000    1.405    2.950
    41.10    4.000    1.405    2.950
    41.20    4.000    1.410    2.945
    41.30    4.000    1.415    2.950
    41.40    4.000    1.415    2.950
    41.50    4.000    1.420    2.950
    41.60    4.000    1.425    2.955
    41.70    4.000    1.425    2.955
    41.80    4.000    1.425    2.960
    41.90    4.000    1.430    2.960
    42.00    4.000    1.430    2.965
    42.10    4.000    1.435    2.960
    42.20    4.000    1.440    2.960
    42.30    4.000    1.440    2.960
    42.40    4.000    1.445    2.965
    42.50    4.000    1.445    2.960
    42.60    4.000    1.450    2.960
    42.70    4.000    1.455    2.960
    42.80    4.000    1.460    2.960
    42.90    4.000    1.460    2.955
    43.00    4.000    1.465    2.950
    43.10    4.000    1.465    2.950
    43.20    4.000    1.470    2.950
    43.30    4.000    1.470    2.950
    43.40    4.000    1.475    2.955
    43.50    4.000    1.480    2.955
    43.60    4.000    1.480    2.955
    43.70    4.000    1.485    2.955
    43.80    4.000    1.490    2.960
    43.90    4.000    1.490    2.960
    44.00    4.000    1.495    2.960
    44.10    4.000    1.495    2.965
    44.20    4.000    1.500    2.965
    44.30    4.000    1.500    2.965
    44.40    4.000    1.505    2.965
    44.50    4.000    1.510    2.965
    44.60    4.000    1.510    2.965
    44.70    4.000    1.515    2.965
    44.80    4.000    1.515    2.965
    44.90    4.000    1.520    2.965
    45.00    4.000    1.525    2.960
    45.10    4.000    1.525    2.965
    45.20    4.000    1.530    2.965
    45.30    4.000    1.535    2.960
    45.40    4.000    1.535    2.960
    45.50    4.000    1.540    2.955
    45.60    4.000    1.545    2.955
    45.70    4.000    1.545    2.960
    45.80    4.000    1.550    2.960
    45.90    4.000    1.550    2.960
    46.00    4.000    1.555    2.955
    46.10    4.000    1.555    2.955
    46.20    4.000    1.560    2.955
    46.30    4.000    1.560    2.955
    46.40    4.000    1.565    2.955
    46.50    4.000    1.565    2.955
    46.60    4.000    1.570    2.955
    46.70    4.000    1.570    2.955
    46.80    4.000    1.575    2.955
    46.90    4.000    1.580    2.955
    47.00    4.000    1.580    2.955
    47.10    4.000    1.580    2.955
    47.20    4.000    1.585    2.955
    47.30    4.000    1.590    2.950
    47.40    4.000    1.590    2.950
    47.50    4.000    1.595    2.950
    47.60    4.000    1.595    2.950
    47.70    4.000    1.600    2.950
    47.80    4.000    1.600    2.950
    47.90    4.000    1.605    2.950
    48.00    4.000    1.610    2.945
    48.10    4.000    1.610    2.940
    48.20    4.000    1.615    2.945
    48.30    4.000    1.615    2.950
    48.40    4.000    1.620    2.950
    48.50    4.000    1.620    2.955
    48.60    4.000    1.625    2.955
    48.70    4.000    1.625    2.960
    48.80    4.000    1.630    2.960
    48.90    4.000    1.635    2.960
    49.00    4.000    1.635    2.960
    49.10    4.000    1.640    2.965
    49.20    4.000    1.640    2.965
    49.30    4.000    1.640    2.970
    49.40    4.000    1.645    2.965
    49.50    4.000    1.650    2.965
    49.60    4.000    1.650    2.960
    49.70    4.000    1.655    2.965
    49.80    4.000    1.655    2.965
    49.90    4.000    1.655    2.965
    50.00    4.000    1.660    2.965
    50.10    4.000    1.665    2.965
    50.20    4.000    1.665    2.960
    50.30    4.000    1.670    2.960
    50.40    4.000    1.670    2.960
    50.50    4.000    1.670    2.965
    50.60    4.000    1.675    2.965
    50.70    4.000    1.675    2.970
    50.80    4.000    1.680    2.965
    50.90    4.000    1.680    2.970
    51.00    4.000    1.685    2.975
    51.10    4.000    1.685    2.975
    51.20    4.000    1.690    2.975
    51.30    4.000    1.695    2.980
    51.40    4.000    1.695    2.980
    51.50    4.000    1.700    2.980
    51.60    4.000    1.700    2.980
    51.70    4.000    1.705    2.980
    51.80    4.000    1.705    2.980
    51.90    4.000    1.710    2.980
    52.00    4.000    1.710    2.980
    52.10    4.000    1.715    2.980
    52.20    4.000    1.720    2.985
    52.30    4.000    1.720    2.990
    52.40    4.000    1.725    2.995
    52.50    4.000    1.725    2.995
    52.60    4.000    1.730    2.995
    52.70    4.000    1.735    2.985
    52.80    4.000    1.735    2.985
    52.90    4.000    1.740    2.985
    53.00    4.000    1.745    2.980
    53.10    4.000    1.745    2.980
    53.20    4.000    1.750    2.975
    53.30    4.000    1.755    2.975
    53.40    4.000    1.755    2.975
    53.50    4.000    1.760    2.975
    53.60    4.000    1.765    2.970
    53.70    4.000    1.765    2.965
    53.80    4.000    1.770    2.970
    53.90    4.000    1.775    2.970
    54.00    4.000    1.775    2.975
    54.10    4.000    1.780    2.980
    54.20    4.000    1.780    2.985
    54.30    4.000    1.785    2.985
    54.40    4.000    1.785    2.985
    54.50    4.000    1.790    2.990
    54.60    4.000    1.795    2.985
    54.70    4.000    1.800    2.990
    54.80    4.000    1.805    2.990
    54.90    4.000    1.805    2.995
    55.00    4.000    1.805    3.000
    55.10    4.000    1.810    3.000
    55.20    4.000    1.815    3.000
    55.30    4.000    1.815    3.005
    55.40    4.000    1.820    3.010
    55.50    4.000    1.820    3.010
    55.60    4.000    1.825    3.010
    55.70    4.000    1.830    3.010
    55.80    4.000    1.830    3.010
    55.90    4.000    1.835    3.010
    56.00    4.000    1.835    3.010
    56.10    4.000    1.840    3.010
    56.20    4.000    1.840    3.005
    56.30    4.000    1.845    3.000
    56.40    4.000    1.845    3.005
    56.50    4.000    1.850    3.005
    56.60    4.000    1.855    3.005
    56.70    4.000    1.855    3.005
    56.80    4.000    1.860    3.005
    56.90    4.000    1.860    3.005
    57.00    4.000    1.865    3.000
    57.10    4.000    1.865    3.000
    57.20    4.000    1.870    3.000
    57.30    4.000    1.875    3.000
    57.40    4.000    1.880    3.005
    57.50    4.000    1.880    3.010
    57.60    4.000    1.880    3.005
    57.70    4.000    1.885    2.995
    57.80    4.000    1.885    2.990
    57.90    4.000    1.890    2.985
    58.00    4.000    1.895    2.985
    58.10    4.000    1.895    2.985
    58.20    4.000    1.900    2.985
    58.30    4.000    1.900    2.980
    58.40    4.000    1.900    2.980
    58.50    4.000    1.905    2.980
    58.60    4.000    1.910    2.985
    58.70    4.000    1.910    2.980
    58.80    4.000    1.915    2.980
    58.90    4.000    1.915    2.980
    59.00    4.000    1.920    2.980
    59.10    4.000    1.920    2.985
    59.20    4.000    1.925    2.980
    59.30    4.000    1.925    2.980
    59.40    4.000    1.930    2.985
    59.50    4.000    1.930    2.985
    59.60    4.000    1.935    2.985
    59.70    4.000    1.940    2.985
    59.80    4.000    1.940    2.990
    59.90    4.000    1.945    2.985
    60.00    4.000    1.945    2.985
    60.10    4.000    1.950    2.980
    60.20    4.000    1.955    2.985
    60.30    4.000    1.955    2.985
    60.40    4.000    1.955    2.985
    60.50    4.000    1.960    2.985
    60.60    4.000    1.965    2.990
    60.70    4.000    1.965    2.990
    60.80    4.000    1.970    2.985
    60.90    4.000    1.970    2.985
    61.00    4.000    1.975    2.985
    61.10    4.000    1.975    2.990
    61.20    4.000    1.980    2.995
    61.30    4.000    1.980    2.995
    61.40    4.000    1.985    2.995
    61.50    4.000    1.990    2.995
    61.60    4.000    1.990    2.990
    61.70    4.000    1.995    2.990
    61.80    4.000    1.995    2.985
    61.90    4.000    2.000    2.990
    62.00    4.000    2.005    2.990
    62.10    4.000    2.005    2.990
    62.20    4.000    2.010    2.990
    62.30    4.000    2.015    2.990
    62.40    4.000    2.020    2.990
    62.50    4.000    2.020    2.990
    62.60    4.000    2.025    2.995
    62.70    4.000    2.030    2.995
    62.80    4.000    2.030    3.000
    62.90    4.000    2.035    3.000
    63.00    4.000    2.035    3.000
    63.10    4.000    2.040    3.005
    63.20    4.000    2.040    3.010
    63.30    4.000    2.045    3.010
    63.40    4.000    2.050    3.015
    63.50    4.000    2.050    3.015
    63.60    4.000    2.055    3.015
    63.70    4.000    2.055    3.010
    63.80    4.000    2.060    3.000
    63.90    4.000    2.065    3.005
    64.00    4.000    2.065    3.000
    64.10    4.000    2.065    3.000
    64.20    4.000    2.070    2.995
    64.30    4.000    2.070    2.995
    64.40    4.000    2.075    2.990
    64.50    4.000    2.075    2.995
    64.60    4.000    2.080    2.995
    64.70    4.000    2.080    3.000
    64.80    4.000    2.085    3.000
    64.90    4.000    2.085    3.005
    65.00    4.000    2.090    3.000
    65.10    4.000    2.090    3.000
    65.20    4.000    2.095    3.000
    65.30    4.000    2.095    3.005
    65.40    4.000    2.100    3.005
    65.50    4.000    2.100    3.005
    65.60    4.000    2.100    3.005
    65.70    4.000    2.105    3.010
    65.80    4.000    2.110    3.010
    65.90    4.000    2.110    3.010
    66.00    4.000    2.115    3.010
    66.10    4.000    2.115    3.005
    66.20    4.000    2.120    3.010
    66.30    4.000    2.120    3.005
    66.40    4.000    2.125    3.010
    66.50    4.000    2.125    3.005
    66.60    4.000    2.125    3.010
    66.70    4.000    2.130    3.010
    66.80    4.000    2.130    3.005
    66.90    4.000    2.135    3.005
    67.00    4.000    2.135    3.010
    67.10    4.000    2.140    3.010
    67.20    4.000    2.140    3.005
    67.30    4.000    2.145    3.005
    67.40    4.000    2.145    3.010
    67.50    4.000    2.150    3.010
    67.60    4.000    2.150    3.010
    67.70    4.000    2.155    3.010
    67.80    4.000    2.155    3.010
    67.90    4.000    2.160    3.010
    68.00    4.000    2.160    3.005
    68.10    4.000    2.170    3.005
    68.20    4.000    2.170    3.005
    68.30    4.000    2.175    3.005
    68.40    4.000    2.175    3.005
    68.50    4.000    2.180    3.005
    68.60    4.000    2.180    3.005
    68.70    4.000    2.185    3.005
    68.80    4.000    2.190    3.005
    68.90    4.000    2.190    3.005
    69.00    4.000    2.190    3.005
    69.10    4.000    2.195    3.000
    69.20    4.000    2.200    3.000
    69.30    4.000    2.200    3.000
    69.40    4.000    2.200    3.000
    69.50    4.000    2.205    3.005
    69.60    4.000    2.205    3.005
    69.70    4.000    2.210    3.005
    69.80    4.000    2.210    3.000
    69.90    4.000    2.215    3.005
    70.00    4.000    2.215    3.005
    70.10    4.000    2.220    3.005
    70.20    4.000    2.220    3.000
    70.30    4.000    2.225    2.995
    70.40    4.000    2.225    2.995
    70.50    4.000    2.225    2.995
    70.60    4.000    2.230    2.990
    70.70    4.000    2.230    2.990
    70.80    4.000    2.230    2.985
    70.90    4.000    2.235    2.985
    71.00    4.000    2.235    2.980
    71.10    4.000    2.235    2.980
    71.20    4.000    2.240    2.980
    71.30    4.000    2.240    2.980
    71.40    4.000    2.240    2.980
    71.50    4.000    2.245    2.980
    71.60    4.000    2.245    2.980
    71.70    4.000    2.250    2.975
    71.80    4.000    2.250    2.975
    71.90    4.000    2.255    2.975
    72.00    4.000    2.250    2.980
    72.10    4.000    2.255    2.980
    72.20    4.000    2.255    2.980
    72.30    4.000    2.260    2.985
    72.40    4.000    2.260    2.985
    72.50    4.000    2.260    2.980
    72.60    4.000    2.260    2.980
    72.70    4.000    2.260    2.980
    72.80    4.000    2.265    2.975
    72.90    4.000    2.265    2.975
    73.00    4.000    2.265    2.975
    73.10    4.000    2.265    2.970
    73.20    4.000    2.270    2.970
    73.30    4.000    2.270    2.965
    73.40    4.000    2.270    2.965
    73.50    4.000    2.275    2.965
    73.60    4.000    2.275    2.970
    73.70    4.000    2.275    2.970
    73.80    4.000    2.275    2.970
    73.90    4.000    2.275    2.965
    74.00    4.000    2.280    2.965
    74.10    4.000    2.280    2.965
    74.20    4.000    2.280    2.965
    74.30    4.000    2.280    2.960
    74.40    4.000    2.280    2.965
    74.50    4.000    2.285    2.970
    74.60    4.000    2.285    2.965
    74.70    4.000    2.285    2.965
    74.80    4.000    2.290    2.965
    74.90    4.000    2.290    2.965
    75.00    4.000    2.295    2.960
    75.10    4.000    2.295    2.960
    75.20    4.000    2.300    2.960
    75.30    4.000    2.305    2.955
    75.40    4.000    2.310    2.955
    75.50    4.000    2.320    2.955
    75.60    4.000    2.330    2.960
    75.70    4.000    2.340    2.955
    75.80    4.000    2.350    2.955
    75.90    4.000    2.360    2.960
    76.00    4.000    2.375    2.960
    76.10    4.000    2.385    2.965
    76.20    4.000    2.400    2.960
    76.30    4.000    2.420    2.965
    76.40    4.000    2.435    2.965
    76.50    4.000    2.450    2.960
    76.60    4.000    2.470    2.960
    76.70    4.000    2.490    2.960
    76.80    4.000    2.510    2.965
    76.90    4.000    2.535    2.965
    77.00    4.000    2.555    2.970
    77.10    4.000    2.575    2.970
    77.20    4.000    2.600    2.975
    77.30    4.000    2.620    2.970
    77.40    4.000    2.645    2.970
    77.50    4.000    2.670    2.970
    77.60    4.000    2.695    2.970
    77.70    4.000    2.715    2.975
    77.80    4.000    2.740    2.975
    77.90    4.000    2.765    2.970
    78.00    4.000    2.785    2.970
    78.10    4.000    2.810    2.970
    78.20    4.000    2.835    2.970
    78.30    4.000    2.860    2.970
    78.40    4.000    2.880    2.970
    78.50    4.000    2.910    2.975
    78.60    4.000    2.940    2.975
    78.70    4.000    2.965    2.975
    78.80    4.000    2.990    2.975
    78.90    4.000    3.015    2.975
    79.00    4.000    3.040    2.970
    79.10    4.000    3.070    2.970
    79.20    4.000    3.095    2.970
    79.30    4.000    3.125    2.970
    79.40    4.000    3.145    2.970
    79.50    4.000    3.175    2.970
    79.60    4.000    3.200    2.970
    79.70    4.000    3.225    2.970
    79.80    4.000    3.250    2.970
    79.90    4.000    3.275    2.980
    80.00    4.000    3.300    2.980
    80.10    4.000    3.325    2.985
    80.20    4.000    3.350    2.985
    80.30    4.000    3.375    2.990
    80.40    4.000    3.400    2.985
    80.50    4.000    3.425    2.985
    80.60    4.000    3.450    2.985
    80.70    4.000    3.475    2.985
    80.80    4.000    3.500    2.985
    80.90    4.000    3.520    2.985
    81.00    4.000    3.545    2.980
    81.10    4.000    3.570    2.980
    81.20    4.000    3.595    2.980
    81.30    4.000    3.625    2.980
    81.40    4.000    3.650    2.980
    81.50    4.000    3.675    2.980
    81.60    4.000    3.700    2.975
    81.70    4.000    3.720    2.970
